Geneid	Chr	Start	End	Strand	Length	./NV-Ctrl1.sam	./NV-Ctrl2.sam	./NV-Ctrl3.sam	./NV-Ctrl4.sam	./NV-Ctrl5.sam	./NV-Oxi1.sam	./NV-Oxi2.sam	./NV-Oxi3.sam	./NV-Oxi4.sam	./NV-Oxi5.sam		Average Ctrl	Average Oxi	Percentage Oxi	Ctrl Percentage
gene637	CP007536.1	496541	496780	+	240	1359	1310	1114	1439	1408	18	19	9	30	22		1326	19.6		
gene2856	CP007536.1	2277397	2278668	+	1272	1233	990	1039	1286	1021	12	17	18	34	17		1113.8	19.6		
gene47	CP007536.1	39115	39432	+	318	2099	1524	1516	1737	1825	27	40	9	11	10		1740.2	19.4		
gene599	CP007536.1	463585	464190	-	606	1705	1449	1326	1417	1427	23	14	20	15	25		1464.8	19.4		
gene643	CP007536.1	502927	503496	-	570	507	456	483	528	407	37	18	4	30	8		476.2	19.4		
gene1032	CP007536.1	823139	823699	+	561	383	322	321	260	366	32	0	13	28	24		330.4	19.4		
gene1200	CP007536.1	957371	958630	-	1260	4118	3524	2974	3331	4162	28	25	2	21	21		3621.8	19.4		
gene2769	CP007536.1	2210299	2210631	+	333	3388	3110	2535	2954	3154	7	19	13	15	43		3028.2	19.4		
gene2969	CP007536.1	2362456	2362980	-	525	1193	1033	893	1100	1093	43	16	2	4	32		1062.4	19.4		
gene352	CP007536.1	289976	291142	+	1167	1160	1046	1023	908	1066	16	7	14	12	47		1040.6	19.2		
gene500	CP007536.1	393049	394401	-	1353	5720	4915	4770	4423	5286	26	16	28	0	26		5022.8	19.2		
gene712	CP007536.1	549396	550826	+	1431	1709	1501	1326	1383	1695	49	16	17	6	8		1522.8	19.2		
gene1062	CP007536.1	848575	849339	+	765	177	129	152	284	242	10	10	49	10	17		196.8	19.2		
gene2499	CP007536.1	1996372	1997322	-	951	1883	1691	1675	2074	1725	33	12	13	22	16		1809.6	19.2		
gene2828	CP007536.1	2256695	2258185	+	1491	127	122	92	117	113	25	18	21	25	7		114.2	19.2		
gene2882	CP007536.1	2296222	2297133	-	912	9216	7901	5796	7327	9558	22	36	0	25	13		7959.6	19.2		
gene2915	CP007536.1	2320816	2321445	+	630	1372	1246	1121	1235	1240	0	8	41	18	29		1242.8	19.2		
gene1262	CP007536.1	1004819	1005559	+	741	1955	1504	1382	1458	2256	59	16	1	6	13		1711	19		
gene1536	CP007536.1	1233855	1234268	-	414	971	789	733	782	758	36	24	6	16	13		806.6	19		
gene1848	CP007536.1	1479907	1480863	-	957	734	689	528	687	780	11	19	30	9	26		683.6	19		
gene2897	CP007536.1	2307943	2309118	+	1176	5028	4423	4040	4006	5164	15	2	11	23	44		4532.2	19		
gene3182	CP007536.1	2524159	2524899	+	741	740	681	619	628	753	27	19	11	4	34		684.2	19		
gene1789	CP007536.1	1435633	1436790	-	1158	1632	1495	1286	1460	1751	11	18	12	24	29		1524.8	18.8		
gene2365	CP007536.1	1895481	1896728	-	1248	1339	1088	1027	1054	1203	43	4	25	9	13		1142.2	18.8		
gene2749	CP007536.1	2198798	2200219	-	1422	1872	1763	1447	1509	1819	12	30	22	18	12		1682	18.8		
gene41	CP007536.1	31071	32243	-	1173	5228	4507	4095	3944	5073	2	44	15	13	19		4569.4	18.6		
gene131	CP007536.1	123908	125665	+	1758	1784	1799	1553	1630	1792	22	26	21	14	10		1711.6	18.6		
gene581	CP007536.1	452456	453373	-	918	1559	1246	1107	1159	1282	39	8	21	11	14		1270.6	18.6		
gene1614	CP007536.1	1297289	1297696	-	408	3210	2699	2835	2867	3458	24	22	11	13	23		3013.8	18.6		
gene1869	CP007536.1	1498327	1499193	+	867	2742	2184	2057	2502	2745	38	24	19	3	9		2446	18.6		
gene2650	CP007536.1	2107861	2108781	-	921	5457	4966	4222	4181	5054	20	11	10	32	20		4776	18.6		
gene2987	CP007536.1	2376397	2376768	+	372	380	344	284	356	371	28	17	16	14	18		347	18.6		
gene1597	CP007536.1	1279736	1280782	-	1047	5722	5718	4226	4965	5712	32	26	19	12	3		5268.6	18.4		
gene1617	CP007536.1	1299374	1299700	-	327	3085	2732	2401	3254	2886	20	13	13	20	26		2871.6	18.4		
gene17	CP007536.1	16338	17015	+	678	216	236	176	188	176	35	8	18	12	18		198.4	18.2		
gene401	CP007536.1	326059	326544	-	486	2776	2480	2135	2484	2757	22	16	6	16	31		2526.4	18.2		
gene460	CP007536.1	364513	365376	-	864	216	238	232	263	219	26	20	36	0	9		233.6	18.2		
gene910	CP007536.1	708539	709564	+	1026	2315	2090	1870	2035	2259	9	33	16	17	16		2113.8	18.2		
gene974	CP007536.1	773655	774632	-	978	297	324	234	243	247	24	8	15	10	34		269	18.2		
gene2093	CP007536.1	1667337	1667699	-	363	218	248	239	241	198	51	19	12	9	0		228.8	18.2		
gene2634	CP007536.1	2100614	2101015	-	402	759	832	730	857	603	31	19	18	1	22		756.2	18.2		
gene2780	CP007536.1	2220585	2221343	+	759	909	875	791	779	880	11	43	22	4	11		846.8	18.2		
gene464	CP007536.1	367170	368171	+	1002	2397	1977	1901	1766	1896	28	42	6	11	3		1987.4	18		
gene536	CP007536.1	415692	416531	-	840	2020	1748	1585	1643	1657	8	31	23	13	15		1730.6	18		
gene552	CP007536.1	428008	428727	-	720	1791	1570	1440	1847	1518	23	20	18	21	8		1633.2	18		
gene603	CP007536.1	466797	467912	-	1116	2273	1921	1758	1783	2174	27	11	17	13	22		1981.8	18		
gene809	CP007536.1	627668	628585	-	918	5256	4498	4029	4066	5063	16	7	21	39	7		4582.4	18		
gene962	CP007536.1	747079	749397	+	2319	3443	3371	2812	3101	3225	1	10	35	13	31		3190.4	18		
gene1443	CP007536.1	1155959	1156960	-	1002	747	573	549	715	586	28	13	0	11	38		634	18		
gene2031	CP007536.1	1623045	1624565	+	1521	299	245	322	319	302	33	22	13	17	5		297.4	18		
gene2272	CP007536.1	1808981	1809685	+	705	920	892	619	643	703	14	19	26	9	22		755.4	18		
gene2379	CP007536.1	1906030	1907553	-	1524	5564	4915	4264	4146	5394	23	22	6	28	11		4856.6	18		
gene1654	CP007536.1	1323969	1325069	+	1101	4896	4444	3918	3737	4614	22	10	10	20	27		4321.8	17.8		
gene1781	CP007536.1	1426377	1427399	-	1023	4029	3712	3312	3434	4323	21	11	6	10	41		3762	17.8		
gene2366	CP007536.1	1896771	1897289	-	519	1852	1614	1426	1697	1834	25	18	24	9	13		1684.6	17.8		
gene2788	CP007536.1	2227288	2227926	-	639	716	623	525	470	622	47	7	12	19	4		591.2	17.8		
gene124	CP007536.1	114741	116150	+	1410	381	366	296	286	372	8	26	20	7	27		340.2	17.6		
gene583	CP007536.1	453903	454511	-	609	1092	988	844	1201	983	12	14	20	21	21		1021.6	17.6		
gene873	CP007536.1	677833	678468	+	636	7097	6204	5740	6333	6597	1	18	23	7	39		6394.2	17.6		
gene1199	CP007536.1	956975	957283	-	309	464	383	537	480	509	16	10	19	26	17		474.6	17.6		
gene1636	CP007536.1	1313477	1313806	-	330	357	285	319	410	244	8	17	21	10	32		323	17.6		
gene1739	CP007536.1	1398482	1399153	-	672	72	93	61	90	82	32	0	12	25	19		79.6	17.6		
gene2127	CP007536.1	1696170	1697387	-	1218	2279	2241	1950	2024	1940	39	13	20	9	7		2086.8	17.6		
gene2212	CP007536.1	1765678	1766595	+	918	119	128	107	95	117	41	30	2	11	4		113.2	17.6		
gene2393	CP007536.1	1915041	1915322	+	282	533	546	432	471	505	61	11	1	2	13		497.4	17.6		
gene2807	CP007536.1	2243127	2244497	+	1371	134	140	135	120	128	45	14	7	1	21		131.4	17.6		
gene2862	CP007536.1	2280667	2282823	-	2157	1361	1227	1090	1030	1292	0	6	37	8	37		1200	17.6		
gene28	CP007536.1	23720	23926	+	207	1471	1220	1245	1291	1586	28	23	22	4	10		1362.6	17.4		
gene339	CP007536.1	277298	277687	-	390	939	894	703	762	908	19	5	17	12	34		841.2	17.4		
gene648	CP007536.1	507738	508469	-	732	546	650	504	665	445	15	5	20	21	26		562	17.4		
gene1072	CP007536.1	856877	857806	-	930	1554	1351	1163	1209	1333	11	50	17	0	9		1322	17.4		
gene1822	CP007536.1	1459461	1460159	+	699	1961	1459	1414	1420	1922	25	6	19	4	33		1635.2	17.4		
gene2173	CP007536.1	1732804	1733496	-	693	1325	1131	970	1121	1121	20	6	15	29	17		1133.6	17.4		
gene719	CP007536.1	556016	557329	-	1314	450	485	371	362	353	26	12	4	29	15		404.2	17.2		
gene832	CP007536.1	643713	644441	-	729	931	812	767	1046	704	27	34	11	5	9		852	17.2		
gene1352	CP007536.1	1080782	1081477	+	696	2327	2157	1798	2024	2338	47	10	6	16	7		2128.8	17.2		
gene1658	CP007536.1	1327162	1327329	+	168	173	211	147	135	148	21	5	18	6	36		162.8	17.2		
gene1849	CP007536.1	1480860	1481507	-	648	1619	1440	1207	1577	1833	20	21	29	8	8		1535.2	17.2		
gene2194	CP007536.1	1749444	1750016	-	573	1014	990	713	817	869	41	29	2	7	7		880.6	17.2		
gene2312	CP007536.1	1849505	1850194	+	690	2363	2041	2143	2750	2178	12	19	30	16	9		2295	17.2		
gene2943	CP007536.1	2339031	2340332	-	1302	2428	2349	1744	2074	2317	29	13	6	23	15		2182.4	17.2		
gene162	CP007536.1	149025	149426	-	402	753	574	579	537	770	29	7	0	26	23		642.6	17		
gene853	CP007536.1	658903	659910	-	1008	8330	7914	5989	5738	7650	25	11	8	17	24		7124.2	17		
gene889	CP007536.1	691643	692338	+	696	810	708	655	706	770	6	12	7	32	28		729.8	17		
gene1652	CP007536.1	1322757	1323563	+	807	2669	2495	2108	2082	2601	19	30	9	0	27		2391	17		
gene2578	CP007536.1	2058512	2059372	-	861	1027	828	823	1017	906	16	9	16	26	18		920.2	17		
gene2664	CP007536.1	2119870	2120664	+	795	2780	2680	2280	2205	2856	41	4	7	18	15		2560.2	17		
gene2713	CP007536.1	2166529	2168769	-	2241	1627	1618	1197	1392	1530	34	13	3	3	32		1472.8	17		
gene208	CP007536.1	181187	181747	+	561	1647	1338	1203	1291	1295	13	27	20	6	18		1354.8	16.8		
gene1530	CP007536.1	1226755	1227816	+	1062	725	698	644	737	640	39	23	8	2	12		688.8	16.8		
gene1937	CP007536.1	1553509	1554258	-	750	388	378	337	394	396	39	23	12	4	6		378.6	16.8		
gene1963	CP007536.1	1573702	1574259	+	558	1080	940	841	853	940	24	11	18	22	9		930.8	16.8		
gene3035	CP007536.1	2411791	2412318	-	528	548	469	444	444	377	28	14	14	21	7		456.4	16.8		
gene3149	CP007536.1	2497268	2498524	+	1257	541	472	509	705	424	13	16	14	22	19		530.2	16.8		
gene723	CP007536.1	561825	563285	-	1461	1537	1321	1214	1476	1572	35	15	4	8	21		1424	16.6		
gene1410	CP007536.1	1122283	1122942	+	660	3589	3140	2711	3125	3890	13	19	13	27	11		3291	16.6		
gene1528	CP007536.1	1224877	1226001	+	1125	9154	7852	7067	7411	8635	2	19	21	9	32		8023.8	16.6		
gene2288	CP007536.1	1821790	1823964	+	2175	752	610	632	532	611	30	7	19	11	16		627.4	16.6		
gene2656	CP007536.1	2113286	2114113	-	828	2125	1943	1525	1965	2027	11	18	37	10	7		1917	16.6		
gene2841	CP007536.1	2265280	2265960	-	681	554	496	483	633	424	18	6	18	18	23		518	16.6		
gene2924	CP007536.1	2326168	2327034	-	867	823	724	675	693	733	10	16	17	14	26		729.6	16.6		
gene644	CP007536.1	503646	504998	+	1353	1248	1056	896	908	1146	10	20	8	27	17		1050.8	16.4		
gene1234	CP007536.1	981126	981626	-	501	2786	2479	2554	2398	2503	11	4	26	21	20		2544	16.4		
gene1460	CP007536.1	1170446	1171633	-	1188	2172	2039	1680	1797	2094	24	15	13	19	11		1956.4	16.4		
gene1834	CP007536.1	1468890	1469336	-	447	252	191	145	233	163	25	27	22	0	8		196.8	16.4		
gene2460	CP007536.1	1963977	1964687	-	711	1025	1035	919	978	858	8	2	30	7	35		963	16.4		
gene12	CP007536.1	10768	11598	-	831	1574	1407	1318	1441	1575	38	13	8	5	17		1463	16.2		
gene280	CP007536.1	232129	232494	+	366	2399	2376	1961	2090	2269	11	12	5	14	39		2219	16.2		
gene456	CP007536.1	358981	360441	-	1461	915	795	801	821	949	21	37	8	0	15		856.2	16.2		
gene924	CP007536.1	722388	723602	-	1215	3767	3365	3011	3209	3394	18	25	22	7	9		3349.2	16.2		
gene929	CP007536.1	725489	726415	-	927	4140	3611	3100	3326	4202	15	25	14	23	4		3675.8	16.2		
gene1070	CP007536.1	854454	854903	+	450	694	471	442	552	626	4	18	29	19	11		557	16.2		
gene1149	CP007536.1	917109	918572	-	1464	1070	917	857	890	747	11	12	29	10	19		896.2	16.2		
gene1175	CP007536.1	936100	936411	-	312	1092	900	933	1050	1130	38	21	0	6	16		1021	16.2		
gene1372	CP007536.1	1097722	1098210	+	489	268	275	197	282	300	30	8	17	23	3		264.4	16.2		
gene1592	CP007536.1	1274858	1276573	+	1716	789	736	666	705	803	32	31	7	0	11		739.8	16.2		
gene2158	CP007536.1	1721864	1722235	-	372	4165	3580	3259	3674	4459	3	33	5	27	13		3827.4	16.2		
gene2742	CP007536.1	2194129	2194737	-	609	567	425	414	501	554	35	18	0	23	5		492.2	16.2		
gene2998	CP007536.1	2384049	2384393	+	345	2376	1971	2036	2369	2496	23	10	9	37	2		2249.6	16.2		
gene972	CP007536.1	768886	771900	+	3015	4075	3530	3068	3286	3771	25	11	32	12	0		3546	16		
gene1437	CP007536.1	1151676	1152287	+	612	157	170	180	131	176	0	7	33	28	12		162.8	16		
gene2189	CP007536.1	1746190	1746906	+	717	1589	1438	1244	1330	1504	14	7	39	12	8		1421	16		
gene2480	CP007536.1	1981848	1982450	-	603	3066	2708	2362	2342	3497	50	4	1	20	5		2795	16		
gene225	CP007536.1	193238	193876	+	639	223	193	175	208	226	24	21	14	20	0		205	15.8		
gene366	CP007536.1	302430	303458	+	1029	4061	3775	2909	3260	3957	0	45	0	22	12		3592.4	15.8		
gene2017	CP007536.1	1614307	1615029	-	723	833	709	541	680	779	16	4	17	16	26		708.4	15.8		
gene2032	CP007536.1	1624834	1625989	-	1156	558	579	574	631	489	16	20	19	15	9		566.2	15.8		
gene2371	CP007536.1	1899776	1901038	-	1263	4774	4427	3720	4136	4890	4	35	16	15	9		4389.4	15.8		
gene2421	CP007536.1	1938919	1939146	+	228	2830	2382	2172	2393	2493	15	16	21	16	11		2454	15.8		
gene1156	CP007536.1	922451	923221	-	771	491	413	491	465	444	43	11	3	9	12		460.8	15.6		
gene1724	CP007536.1	1386058	1386222	-	165	570	501	460	712	522	44	5	11	6	12		553	15.6		
gene2602	CP007536.1	2077893	2079134	+	1242	516	449	400	476	362	32	11	13	15	7		440.6	15.6		
gene2715	CP007536.1	2169448	2170491	-	1044	2972	2642	2643	2642	2854	3	45	15	15	0		2750.6	15.6		
gene238	CP007536.1	202178	203470	-	1293	291	166	231	203	172	26	27	6	4	14		212.6	15.4		
gene1169	CP007536.1	930311	930865	+	555	3471	3322	2671	2920	3142	26	13	6	8	24		3105.2	15.4		
gene1713	CP007536.1	1373344	1374021	+	678	435	468	372	428	468	35	13	8	4	17		434.2	15.4		
gene455	CP007536.1	358491	358934	-	444	600	500	464	488	466	28	2	14	5	27		503.6	15.2		
gene458	CP007536.1	361657	363102	+	1446	3268	2991	2509	2383	3252	19	7	17	21	12		2880.6	15.2		
gene526	CP007536.1	410602	411042	-	441	6416	5283	4774	5314	5867	19	16	19	13	9		5530.8	15.2		
gene1125	CP007536.1	903001	903126	+	126	305	268	135	126	383	22	0	2	0	52		243.4	15.2		
gene1324	CP007536.1	1058598	1059296	+	699	2210	2060	1680	1836	2087	6	34	6	15	15		1974.6	15.2		
gene1477	CP007536.1	1181834	1182454	-	621	5743	4885	4470	4447	5578	30	6	4	17	19		5024.6	15.2		
gene1969	CP007536.1	1577678	1577956	+	279	162	116	91	162	126	21	25	8	8	14		131.4	15.2		
gene2300	CP007536.1	1837042	1838211	-	1170	984	1061	841	800	930	35	0	8	21	12		923.2	15.2		
gene2655	CP007536.1	2112659	2113282	-	624	1865	1893	1509	1891	1905	13	15	6	27	15		1812.6	15.2		
gene2658	CP007536.1	2114806	2116155	-	1350	1290	1235	1025	1152	1241	34	20	6	4	12		1188.6	15.2		
gene369	CP007536.1	305914	306525	+	612	3150	2712	2566	2608	2487	20	20	0	22	13		2704.6	15		
gene662	CP007536.1	515297	515668	-	372	385	346	301	497	369	30	12	8	21	4		379.6	15		
gene1377	CP007536.1	1100952	1101308	-	357	170	138	124	172	138	18	17	19	14	7		148.4	15		
gene1543	CP007536.1	1236669	1236824	-	156	885	789	750	996	816	13	21	35	5	1		847.2	15		
gene2798	CP007536.1	2235914	2236552	-	639	771	625	708	1011	450	21	18	3	12	21		713	15		
gene779	CP007536.1	603520	604611	+	1092	274	228	222	268	257	21	0	6	18	29		249.8	14.8		
gene1889	CP007536.1	1514848	1515513	+	666	1472	1352	1233	1335	1632	16	15	30	4	9		1404.8	14.8		
gene2571	CP007536.1	2052467	2052760	+	294	134	141	131	120	102	13	3	23	11	24		125.6	14.8		
gene3076	CP007536.1	2445469	2446485	-	1017	2294	1998	1706	1962	2116	16	21	3	31	3		2015.2	14.8		
gene151	CP007536.1	140843	141223	+	381	706	614	539	775	780	15	28	7	12	11		682.8	14.6		
gene347	CP007536.1	286355	286663	-	309	1279	1126	1077	1393	1223	10	45	8	10	0		1219.6	14.6		
gene706	CP007536.1	543568	544503	-	936	6268	5259	4363	4044	6988	35	2	8	13	15		5384.4	14.6		
gene1938	CP007536.1	1554522	1555055	-	534	2488	2150	1879	1851	2242	29	25	3	10	6		2122	14.6		
gene2077	CP007536.1	1655282	1656196	-	915	98	82	73	131	70	21	11	21	20	0		90.8	14.6		
gene2774	CP007536.1	2212665	2215025	-	2361	2385	2086	1831	1771	2225	32	0	9	9	23		2059.6	14.6		
gene3088	CP007536.1	2456776	2458146	-	1371	1151	960	894	944	1038	19	26	13	8	7		997.4	14.6		
gene44	CP007536.1	35609	36658	+	1050	4260	3707	3564	3977	4181	34	0	14	23	1		3937.8	14.4		
gene285	CP007536.1	235957	237669	-	1713	4748	4373	3641	3471	5377	13	26	13	15	5		4322	14.4		
gene692	CP007536.1	537116	537217	+	102	285	278	246	377	299	16	5	14	26	11		297	14.4		
gene1038	CP007536.1	825952	826626	-	675	220	151	148	228	221	19	6	21	15	11		193.6	14.4		
gene1211	CP007536.1	964367	965464	-	1098	784	728	601	611	671	27	18	10	17	0		679	14.4		
gene1369	CP007536.1	1097174	1097407	-	234	28	36	23	47	23	23	8	2	33	6		31.4	14.4		
gene1451	CP007536.1	1162586	1163839	+	1254	2247	1949	1656	1911	1999	15	11	25	8	13		1952.4	14.4		
gene1698	CP007536.1	1357913	1359556	+	1644	908	710	576	569	794	25	10	9	17	11		711.4	14.4		
gene2292	CP007536.1	1826404	1827438	+	1035	1197	1146	911	921	1068	28	30	0	0	14		1048.6	14.4		
gene2464	CP007536.1	1966057	1968429	+	2373	5798	5262	4501	4256	5620	5	13	2	28	24		5087.4	14.4		
gene21	CP007536.1	18834	19301	-	468	4162	3907	3553	3384	4043	22	5	20	7	17		3809.8	14.2		
gene524	CP007536.1	409423	410136	-	714	10801	9388	8986	8570	10188	0	13	14	24	20		9586.6	14.2		
gene926	CP007536.1	724269	724439	-	171	2690	2500	1991	2233	2669	21	12	12	17	9		2416.6	14.2		
gene1009	CP007536.1	811014	811253	+	240	18	21	12	17	17	23	14	1	6	27		17	14.2		
gene1496	CP007536.1	1193824	1195323	-	1500	2897	2545	2097	2137	2946	0	26	26	12	7		2524.4	14.2		
gene1557	CP007536.1	1247603	1248337	-	735	527	459	471	406	426	14	1	26	2	28		457.8	14.2		
gene1846	CP007536.1	1479024	1479617	-	594	113	104	108	98	81	10	7	4	13	37		100.8	14.2		
gene2680	CP007536.1	2133051	2133494	-	444	50	24	16	42	36	26	19	6	3	17		33.6	14.2		
gene2857	CP007536.1	2278665	2278970	-	306	458	417	416	502	357	8	23	4	25	11		430	14.2		
gene2877	CP007536.1	2293595	2293903	-	309	11833	9021	9873	12334	9207	35	3	3	14	16		10453.6	14.2		
gene3002	CP007536.1	2386707	2387270	-	564	2635	2287	2096	2167	2661	26	9	10	13	13		2369.2	14.2		
gene894	CP007536.1	695636	695953	+	318	877	739	686	775	791	6	33	12	7	12		773.6	14		
gene1114	CP007536.1	896723	897046	-	324	751	567	561	632	775	29	5	0	23	13		657.2	14		
gene1311	CP007536.1	1045869	1046654	+	786	1138	1073	911	1108	1018	19	9	12	10	20		1049.6	14		
gene1465	CP007536.1	1174719	1174970	+	252	265	228	224	235	225	27	3	18	15	7		235.4	14		
gene1749	CP007536.1	1406344	1406736	-	393	215	138	153	176	181	7	20	19	19	5		172.6	14		
gene2205	CP007536.1	1756975	1758624	-	1650	1161	987	923	1016	1030	4	43	13	0	10		1023.4	14		
gene2568	CP007536.1	2050227	2050691	+	465	2631	2578	2143	2188	2569	2	20	5	4	39		2421.8	14		
gene2997	CP007536.1	2383393	2383725	+	333	5821	5210	4480	4613	5955	4	15	24	16	11		5215.8	14		
gene3177	CP007536.1	2521294	2521560	+	267	771	614	545	707	838	17	15	6	28	4		695	14		
gene3180	CP007536.1	2523577	2523703	-	127	254	270	257	389	319	14	12	22	9	13		297.8	14		
gene1	CP007536.1	1439	1834	+	396	1178	1069	1021	1181	1099	24	7	8	6	24		1109.6	13.8		
gene62	CP007536.1	48801	49832	-	1032	932	964	849	986	858	35	11	7	8	8		917.8	13.8		
gene350	CP007536.1	288638	289579	+	942	1052	840	720	920	864	2	24	15	10	18		879.2	13.8		
gene806	CP007536.1	625909	626427	-	519	1512	1440	1274	1412	1523	18	17	0	15	19		1432.2	13.8		
gene1586	CP007536.1	1270960	1271370	-	411	181	229	169	228	141	40	21	0	6	2		189.6	13.8		
gene2112	CP007536.1	1683726	1684601	+	876	140	124	104	132	130	19	17	9	3	21		126	13.8		
gene2260	CP007536.1	1800024	1800707	-	684	1533	1365	1343	1282	1562	15	7	12	19	16		1417	13.8		
gene2343	CP007536.1	1878118	1881099	-	2982	1988	1762	1523	1651	1902	38	0	3	20	8		1765.2	13.8		
gene2364	CP007536.1	1893770	1895488	-	1719	3148	2756	2298	2514	2968	21	17	1	19	11		2736.8	13.8		
gene1023	CP007536.1	819117	820385	-	1269	296	275	309	304	358	11	16	11	19	11		308.4	13.6		
gene1208	CP007536.1	962694	963131	+	438	293	262	246	357	258	17	32	2	16	1		283.2	13.6		
gene1456	CP007536.1	1167652	1168164	+	513	3538	2992	2641	2551	3699	17	21	10	1	19		3084.2	13.6		
gene1911	CP007536.1	1531344	1532081	+	738	821	784	690	863	849	17	9	13	18	11		801.4	13.6		
gene1951	CP007536.1	1562646	1564586	+	1941	2923	2547	1626	1861	4222	28	17	4	10	9		2635.8	13.6		
gene2247	CP007536.1	1789681	1790292	+	612	455	459	412	470	480	18	9	5	18	18		455.2	13.6		
gene2896	CP007536.1	2306361	2307923	-	1563	5161	4524	3998	3845	4696	8	15	8	12	25		4444.8	13.6		
gene2906	CP007536.1	2314915	2315394	+	480	3414	3199	3220	3420	3328	21	0	32	5	10		3316.2	13.6		
gene3121	CP007536.1	2477345	2477890	+	546	2761	2293	2437	2937	1996	17	0	4	31	16		2484.8	13.6		
gene462	CP007536.1	366116	366925	+	810	4953	3902	3782	3747	4430	17	8	16	9	17		4162.8	13.4		
gene878	CP007536.1	682767	683222	+	456	2349	2085	1881	2140	2303	19	23	9	4	12		2151.6	13.4		
gene1719	CP007536.1	1378953	1379792	+	840	1076	815	809	918	921	18	16	6	13	14		907.8	13.4		
gene2136	CP007536.1	1702783	1703142	+	360	582	487	413	680	493	7	4	21	19	16		531	13.4		
gene2258	CP007536.1	1796498	1798522	+	2025	1021	882	857	825	974	18	15	13	0	21		911.8	13.4		
gene2515	CP007536.1	2010569	2011309	+	741	125	125	101	179	89	10	8	26	8	15		123.8	13.4		
gene2562	CP007536.1	2044090	2044845	-	756	472	471	376	391	504	32	0	11	5	19		442.8	13.4		
gene2881	CP007536.1	2295987	2296235	+	249	1859	1359	1171	1326	1665	5	20	16	14	12		1476	13.4		
gene3014	CP007536.1	2396476	2397405	-	930	482	381	432	375	439	26	1	11	18	11		421.8	13.4		
gene399	CP007536.1	323557	325038	+	1482	1000	780	661	754	867	6	23	6	9	22		812.4	13.2		
gene472	CP007536.1	372555	373745	+	1191	3627	3200	2547	2533	3467	18	8	33	5	2		3074.8	13.2		
gene892	CP007536.1	693384	693692	-	309	838	795	668	753	827	32	11	8	12	3		776.2	13.2		
gene1203	CP007536.1	959865	960110	-	246	5978	5585	5112	5704	5852	18	3	8	35	2		5646.2	13.2		
gene1732	CP007536.1	1392835	1393230	+	396	1089	903	870	917	1024	28	11	13	9	5		960.6	13.2		
gene1955	CP007536.1	1568821	1569492	-	672	1094	1022	966	1008	1172	17	12	28	8	1		1052.4	13.2		
gene2057	CP007536.1	1641990	1642349	+	360	1050	1005	736	787	850	6	21	28	3	8		885.6	13.2		
gene2787	CP007536.1	2226268	2227278	-	1011	1180	1231	882	1010	988	11	24	12	19	0		1058.2	13.2		
gene2947	CP007536.1	2342070	2342456	+	387	4447	3693	3260	4346	4363	11	33	5	13	4		4021.8	13.2		
gene243	CP007536.1	205986	206687	+	702	3208	3045	2771	2454	3256	17	11	19	4	14		2946.8	13		
gene560	CP007536.1	434764	435318	+	555	587	497	418	576	431	21	19	1	4	20		501.8	13		
gene800	CP007536.1	620549	621004	+	456	735	640	722	649	693	33	0	1	7	24		687.8	13		
gene943	CP007536.1	733440	734447	+	1008	270	284	269	284	262	26	14	6	17	2		273.8	13		
gene1118	CP007536.1	898885	899139	-	255	441	346	401	403	388	7	34	14	5	5		395.8	13		
gene1354	CP007536.1	1082237	1083403	+	1167	1777	1395	1369	1292	1634	33	19	11	2	0		1493.4	13		
gene2885	CP007536.1	2298889	2299944	+	1056	3866	3433	2883	2880	3429	13	22	12	6	12		3298.2	13		
gene31	CP007536.1	24621	25346	+	726	1996	1872	1586	1788	1889	20	0	10	25	9		1826.2	12.8		
