# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-a" "./GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-T" "8" "-o" "./counts_oxi.txt" "-s" "0" "./Nvie_2oxi_1_mRNA_sorted.bam" "./Nvie_2oxi_2_mRNA_sorted.bam" "./Nvie_2oxi_3_mRNA_sorted.bam" "./Nvie_2oxi_4_mRNA_sorted.bam" "./Nvie_2oxi_5_mRNA_sorted.bam" "./Nvie_ctrl_1_mRNA_sorted.bam" "./Nvie_ctrl_2_mRNA_sorted.bam" "./Nvie_ctrl_3_mRNA_sorted.bam" "./Nvie_ctrl_4_mRNA_sorted.bam" "./Nvie_ctrl_5_mRNA_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Nvie_2oxi_1_mRNA_sorted.bam	./Nvie_2oxi_2_mRNA_sorted.bam	./Nvie_2oxi_3_mRNA_sorted.bam	./Nvie_2oxi_4_mRNA_sorted.bam	./Nvie_2oxi_5_mRNA_sorted.bam	./Nvie_ctrl_1_mRNA_sorted.bam	./Nvie_ctrl_2_mRNA_sorted.bam	./Nvie_ctrl_3_mRNA_sorted.bam	./Nvie_ctrl_4_mRNA_sorted.bam	./Nvie_ctrl_5_mRNA_sorted.bam
gene1028	CP007536.1	821739	822020	+	282	0	0	0	0	0	22	10	42	10	4
gene1029	CP007536.1	822228	822506	+	279	0	0	0	0	0	167	136	157	57	82
gene1030	CP007536.1	822643	822918	+	276	0	0	0	0	0	14	38	4	4	6
gene1031	CP007536.1	822926	823096	+	171	0	0	0	0	0	0	12	1	1	0
gene1032	CP007536.1	823139	823699	+	561	30	40	94	0	0	731	442	509	202	483
gene1033	CP007536.1	823828	824574	+	747	973	264	400	1	340	6092	5581	6759	3906	5566
gene1034	CP007536.1	824579	824866	-	288	83	129	32	0	176	1838	1988	2030	955	1143
gene1035	CP007536.1	824900	825046	-	147	238	182	108	123	313	454	738	488	229	221
gene1036	CP007536.1	825138	825289	+	152	667	772	550	842	507	1393	1974	1951	604	569
gene1037	CP007536.1	825339	825830	+	492	900	445	210	140	630	2955	2264	2201	1216	2195
gene1038	CP007536.1	825952	826626	-	675	98	0	58	97	0	498	302	473	189	471
gene1039	CP007536.1	826728	828479	+	1752	54	52	0	0	0	476	322	632	242	220
gene1040	CP007536.1	828674	830959	+	2286	642	3297	2064	726	720	1014	1194	4615	2355	1271
gene1041	CP007536.1	831000	831170	-	171	92	0	48	0	38	362	487	333	178	225
gene1042	CP007536.1	831242	831553	-	312	128	78	0	0	36	1570	1732	1727	935	1090
gene1043	CP007536.1	831610	832692	+	1083	0	34	80	0	0	246	224	392	170	100
gene1044	CP007536.1	832894	833394	+	501	30	0	134	0	270	156	192	815	304	124
gene1045	CP007536.1	833419	833799	+	381	0	0	0	0	0	62	168	289	121	51
gene1046	CP007536.1	833811	834917	+	1107	0	0	0	0	0	234	224	1057	415	332
gene1047	CP007536.1	834914	836542	+	1629	0	0	138	78	274	958	558	1136	455	322
gene1048	CP007536.1	836560	837174	+	615	100	486	52	363	0	774	428	718	472	265
gene1049	CP007536.1	837189	837710	+	522	0	0	0	0	0	179	124	259	104	93
gene1050	CP007536.1	837707	838534	+	828	0	0	76	0	0	240	166	172	87	76
gene1051	CP007536.1	838540	840231	-	1692	32	2	0	0	0	234	304	538	221	182
gene1052	CP007536.1	840333	841340	-	1008	70	0	8	0	0	1319	1738	3292	1952	883
gene1053	CP007536.1	841475	842131	+	657	69	0	168	0	106	2161	2316	2956	1533	1468
gene1054	CP007536.1	842464	843156	+	693	1807	7138	4965	1584	1010	1967	2084	9759	3370	1343
gene1055	CP007536.1	843173	844633	+	1461	0	0	0	0	0	102	52	211	87	14
gene1056	CP007536.1	844626	845096	+	471	0	0	0	0	0	129	60	163	75	106
gene1057	CP007536.1	845118	845654	+	537	0	38	0	0	0	184	66	201	79	91
gene1058	CP007536.1	845661	846365	+	705	56	59	0	0	212	170	112	316	160	92
gene1059	CP007536.1	846393	847895	+	1503	52	116	0	0	0	337	280	393	261	167
gene1060	CP007536.1	848011	848295	+	285	4	0	0	0	0	64	26	154	129	5
gene1061	CP007536.1	848292	848582	+	291	0	122	8	0	0	16	84	345	67	16
gene1062	CP007536.1	848575	849339	+	765	0	0	182	0	0	410	385	2113	839	296
gene1063	CP007536.1	849356	850177	+	822	0	0	0	0	0	268	168	472	262	95
gene1064	CP007536.1	850149	850742	+	594	0	0	58	0	0	215	181	135	103	53
gene1065	CP007536.1	850767	851618	-	852	154	26	0	0	50	781	1692	2104	1214	1173
gene1066	CP007536.1	851668	851919	+	252	0	0	0	0	0	53	54	84	22	2
gene1067	CP007536.1	851945	852685	-	741	0	0	0	0	0	55	89	179	74	30
gene1068	CP007536.1	852755	853771	+	1017	281	326	254	256	498	807	783	872	484	367
gene1069	CP007536.1	853865	854251	-	387	100	0	0	0	0	673	488	466	186	394
gene1070	CP007536.1	854454	854903	+	450	38	0	107	0	268	891	898	767	345	603
gene1071	CP007536.1	854900	856858	-	1959	371	294	410	426	324	6525	4577	6049	3175	5457
gene1072	CP007536.1	856877	857806	-	930	123	105	164	0	16	3439	3056	3702	1725	2912
gene1073	CP007536.1	857975	858226	+	252	0	0	0	0	0	388	234	306	185	208
gene1074	CP007536.1	858223	858447	-	225	6	0	0	0	0	345	270	362	118	182
gene1075	CP007536.1	858509	859285	+	777	40	178	188	24	0	2015	1584	1303	618	1012
gene1076	CP007536.1	859314	859565	+	252	0	0	0	8	0	2476	2277	2100	713	1309
gene1077	CP007536.1	859574	860356	+	783	0	0	0	0	0	1807	1185	1314	723	1470
gene1078	CP007536.1	860365	860904	-	540	0	192	38	0	0	1725	1311	1266	795	1129
gene1079	CP007536.1	860895	861509	-	615	272	643	418	934	372	1221	860	1303	489	941
gene1080	CP007536.1	861514	863643	-	2130	294	116	376	138	446	8022	5509	6639	3345	5758
gene1081	CP007536.1	863779	863958	+	180	0	0	0	0	0	52	80	48	5	57
gene1082	CP007536.1	863915	864184	-	270	37	0	0	0	0	491	373	209	72	149
gene1083	CP007536.1	864217	865353	-	1137	52	0	0	0	0	111	38	61	33	28
gene1084	CP007536.1	865442	865678	+	237	120	38	58	0	54	476	337	445	368	416
gene1085	CP007536.1	865678	866091	+	414	32	70	0	0	0	575	783	612	590	526
gene1086	CP007536.1	866091	866384	+	294	0	0	0	0	0	192	233	229	64	147
gene1087	CP007536.1	866369	866566	+	198	0	0	0	0	0	85	92	145	62	76
gene1088	CP007536.1	866664	867164	-	501	60	0	0	52	0	414	567	492	252	367
gene1089	CP007536.1	867192	867755	-	564	457	376	120	254	687	8051	5745	8589	5117	7663
gene1090	CP007536.1	867869	868438	+	570	112	176	328	176	256	1232	1079	1346	698	848
gene1091	CP007536.1	868488	869375	-	888	176	0	0	0	0	977	1282	963	386	618
gene1092	CP007536.1	869657	869914	-	258	0	0	144	0	284	58	124	111	38	68
gene1093	CP007536.1	870599	871387	-	789	1879	1588	2155	689	3942	5785	8987	16886	9438	9228
gene1094	CP007536.1	871850	872521	+	672	324	192	449	98	220	785	648	2004	1884	1492
gene1095	CP007536.1	872715	873050	+	336	0	0	0	0	0	63	39	98	40	20
gene1096	CP007536.1	873047	873202	+	156	0	46	0	0	0	8	33	18	24	10
gene1097	CP007536.1	873439	873591	+	153	0	0	0	0	0	68	118	135	48	50
gene1098	CP007536.1	873758	874345	+	588	0	16	0	0	114	266	166	317	135	178
gene1099	CP007536.1	874604	876364	+	1761	8	0	24	84	0	284	154	177	118	148
gene1100	CP007536.1	876487	876621	-	135	0	0	0	0	0	7	18	1	2	0
gene1101	CP007536.1	876618	876827	-	210	0	0	0	0	0	10	48	38	10	53
gene1102	CP007536.1	877092	878783	+	1692	22	0	56	0	403	727	567	698	391	629
gene1103	CP007536.1	879063	883538	-	4476	15547	15959	18105	15999	22703	16111	8378	12574	6304	10399
gene1104	CP007536.1	883964	885673	-	1710	28	66	140	0	0	785	407	526	375	336
gene1105	CP007536.1	885715	887094	-	1380	48	146	0	0	0	308	279	284	147	307
gene1106	CP007536.1	887426	887920	+	495	68	2	0	42	0	1644	1015	1366	685	1359
gene1107	CP007536.1	888001	888186	+	186	0	0	20	0	0	347	427	292	123	228
gene1108	CP007536.1	888212	889411	-	1200	360	508	201	514	337	12427	9778	9127	4814	9479
gene1109	CP007536.1	889408	892363	-	2956	52	21	101	71	21	0	10	4	106	29
gene1110	CP007536.1	892440	892529	-	90	3906	3664	3114	1885	2290	7804	3698	4589	7082	10500
gene1111	CP007536.1	892626	894095	-	1470	43	31	27	17	1	27	90	102	127	99
gene1112	CP007536.1	894555	894629	-	75	0	0	0	0	0	11	46	5	14	4
gene1113	CP007536.1	894858	896726	+	1869	336	596	636	63	294	4322	3249	3937	2059	2736
gene1114	CP007536.1	896723	897046	-	324	961	1002	996	278	200	851	1104	1187	543	695
gene1115	CP007536.1	897079	897345	-	267	64	0	0	0	0	136	131	205	86	107
gene1116	CP007536.1	897956	898597	+	642	1406	856	732	408	174	732	481	962	430	442
gene1117	CP007536.1	898604	898888	+	285	1	46	91	0	0	206	180	266	132	152
gene1118	CP007536.1	898885	899139	-	255	383	248	286	306	350	1248	2044	1878	725	883
gene1119	CP007536.1	899225	899740	-	516	294	564	537	307	865	2951	2020	3283	2122	2186
gene1120	CP007536.1	899830	900270	-	441	80	0	142	0	219	373	576	971	687	440
gene1121	CP007536.1	900455	900577	+	123	0	0	0	0	0	0	0	0	0	0
gene1122	CP007536.1	900621	901616	+	996	0	0	0	0	0	230	392	283	175	240
gene1123	CP007536.1	901684	901911	+	228	0	0	0	0	0	50	34	41	14	7
gene1124	CP007536.1	902241	902735	+	495	912	634	731	1272	708	816	1322	2107	691	545
gene1125	CP007536.1	903001	903126	+	126	238	26	0	125	0	74	48	32	10	26
gene1126	CP007536.1	903141	903680	+	540	6062	1142	250	4608	136	1023	427	283	113	187
gene1127	CP007536.1	903705	904940	-	1236	1143	284	191	199	564	2802	1866	2073	1031	1830
gene1128	CP007536.1	904982	905380	-	399	0	0	0	0	0	242	207	154	59	95
gene1129	CP007536.1	905385	906143	-	759	80	282	0	88	0	243	216	223	73	64
gene1130	CP007536.1	906209	906610	-	402	26	166	54	4	146	44	21	76	31	44
gene1131	CP007536.1	906604	906675	-	72	0	0	0	0	0	0	0	0	0	0
gene1132	CP007536.1	906718	906801	+	84	0	0	0	0	0	28	89	27	23	10
gene1133	CP007536.1	906837	907226	+	390	100	0	0	0	0	722	419	742	387	622
gene1134	CP007536.1	907226	907540	+	315	0	0	0	0	0	76	45	58	17	28
gene1135	CP007536.1	907600	908463	+	864	0	0	0	0	0	2557	1636	2033	1208	1856
gene1136	CP007536.1	908635	909192	+	558	124	31	56	0	26	279	270	612	366	285
gene1137	CP007536.1	909195	909788	+	594	8	138	0	0	0	225	194	312	160	251
gene1138	CP007536.1	909821	909988	+	168	0	0	0	0	0	568	718	336	124	225
gene1139	CP007536.1	910000	910713	+	714	153	67	62	174	333	17668	9234	9774	5104	8731
gene1140	CP007536.1	910703	912154	-	1452	672	462	281	858	996	5515	4096	5725	3962	4401
gene1141	CP007536.1	912086	912853	+	768	261	265	536	36	304	1494	1474	2559	1355	1056
gene1142	CP007536.1	912920	913108	+	189	70	35	0	204	0	956	915	454	224	400
gene1143	CP007536.1	913171	913713	+	543	64	30	12	106	40	1756	1081	1313	698	987
gene1144	CP007536.1	913710	914033	+	324	0	128	0	0	0	191	262	234	183	270
gene1145	CP007536.1	914248	915201	-	954	187	106	770	476	106	533	671	1137	594	1120
gene1146	CP007536.1	915235	915450	-	216	0	0	10	0	0	61	176	116	75	23
gene1147	CP007536.1	915680	916192	-	513	0	0	12	0	68	713	849	731	359	494
gene1148	CP007536.1	916348	916938	+	591	0	0	43	0	0	1054	1739	1071	503	696
gene1149	CP007536.1	917109	918572	-	1464	162	70	88	142	0	1915	2192	3937	2112	2320
gene1150	CP007536.1	918701	918868	+	168	236	290	199	16	626	4412	4327	3186	1191	1942
gene1151	CP007536.1	919394	919468	-	75	0	0	0	0	0	6	48	22	5	18
gene1152	CP007536.1	919669	920355	-	687	60	0	0	0	0	61	48	94	19	38
gene1153	CP007536.1	920400	920492	-	93	0	0	0	0	0	47	10	2	19	4
gene1154	CP007536.1	920755	920925	-	171	73	0	74	0	0	378	315	199	178	228
gene1155	CP007536.1	921141	922436	-	1296	301	78	328	366	146	7229	5214	5404	2423	4285
gene1156	CP007536.1	922451	923221	-	771	62	158	196	398	191	558	691	687	389	505
gene1157	CP007536.1	923196	923741	+	546	88822	79837	82752	86068	40976	36676	49550	56531	15015	12280
gene1158	CP007536.1	923975	925123	-	1149	352	92	284	128	688	9181	4656	5198	2648	5031
gene1159	CP007536.1	925217	925375	+	159	0	0	34	0	0	335	377	235	167	236
gene1160	CP007536.1	925391	925783	+	393	28	52	110	89	236	5899	4493	4330	2370	4192
gene1161	CP007536.1	925795	925938	+	144	0	0	0	0	0	34	85	27	22	12
gene1162	CP007536.1	925925	926119	-	195	36	0	0	0	0	407	682	680	208	306
gene1163	CP007536.1	926156	927127	-	972	770	466	824	342	990	13776	13687	20998	11527	13699
gene1164	CP007536.1	927223	928578	-	1356	201	208	32	36	0	4155	2722	4183	1875	3236
gene1165	CP007536.1	928742	929101	-	360	60	0	0	96	0	186	125	201	106	134
gene1166	CP007536.1	929129	929521	-	393	0	0	0	0	42	813	539	513	293	534
gene1167	CP007536.1	929579	929767	-	189	38	0	10	0	0	32	51	32	7	17
gene1168	CP007536.1	929927	930283	-	357	0	0	0	0	0	33	21	76	4	18
gene1169	CP007536.1	930311	930865	+	555	1642	530	1094	919	1237	8378	5127	4774	2986	4757
gene1170	CP007536.1	930862	932730	-	1869	240	110	24	108	476	3339	3130	4268	2064	2808
gene1171	CP007536.1	932732	933907	-	1176	44	72	54	0	0	1815	1785	2015	1133	1277
gene1172	CP007536.1	933904	934782	-	879	104	264	186	242	237	1857	1772	2202	989	1112
gene1173	CP007536.1	934836	935555	-	720	56	74	50	54	0	1879	2059	2959	1660	1265
gene1174	CP007536.1	935712	936089	+	378	78	0	137	0	0	3484	4041	5096	2874	2419
gene1175	CP007536.1	936100	936411	-	312	296	270	66	272	0	884	1224	1298	611	690
gene1176	CP007536.1	936518	937066	+	549	2	68	34	0	286	7926	6561	5544	3173	3726
gene1177	CP007536.1	937104	937187	-	84	0	0	0	0	0	351	1271	1066	351	268
gene1178	CP007536.1	937225	938865	-	1641	6327	7960	5646	4296	5200	25650	27437	47741	25492	25748
gene1179	CP007536.1	938982	939110	-	129	0	0	0	0	0	262	180	117	44	89
gene1180	CP007536.1	939181	941190	+	2010	1095	1157	440	763	1402	9124	6759	7786	4060	6834
gene1181	CP007536.1	941195	944053	+	2859	597	476	514	446	653	11767	9667	9342	4631	7768
gene1182	CP007536.1	944055	945662	+	1608	651	788	362	667	1589	6023	4874	7199	4100	4473
gene1183	CP007536.1	945649	945873	-	225	186	139	0	118	22	1164	2130	2845	940	1132
gene1184	CP007536.1	946011	946310	+	300	399	104	446	0	0	1214	1606	2505	1503	1335
gene1185	CP007536.1	946356	947552	+	1197	199	68	30	144	102	2614	2643	2990	1227	1136
gene1186	CP007536.1	947576	947713	+	138	0	0	0	0	0	1	65	56	11	1
gene1187	CP007536.1	947710	948195	-	486	0	1	28	0	0	57	116	108	33	57
gene1188	CP007536.1	948183	948434	+	252	4	30	18	0	1	28	168	59	45	33
gene1189	CP007536.1	948368	948475	-	108	0	0	22	0	0	2	0	0	0	0
gene1190	CP007536.1	948544	950169	-	1626	279	82	0	236	148	466	374	626	369	421
gene1191	CP007536.1	950494	951183	-	690	12	0	0	0	0	104	152	114	54	91
gene1192	CP007536.1	951217	951468	+	252	0	0	0	0	0	16	42	12	10	27
gene1193	CP007536.1	951538	951921	+	384	0	0	0	0	0	88	74	145	87	166
gene1194	CP007536.1	952047	952496	-	450	0	0	0	0	0	90	142	151	70	28
gene1195	CP007536.1	952592	952906	+	315	396	76	0	130	99	183	236	307	104	123
gene1196	CP007536.1	953227	954489	-	1263	3665	4532	4646	4112	3801	20789	12302	19120	10764	16493
gene1197	CP007536.1	954479	955654	-	1176	160	146	54	64	40	4464	3877	4650	2454	3230
gene1198	CP007536.1	955709	956929	-	1221	6499	4592	4870	4477	2662	33383	28962	44188	20969	26222
gene1199	CP007536.1	956975	957283	-	309	46	163	141	294	108	832	1112	828	261	498
gene1200	CP007536.1	957371	958630	-	1260	378	260	176	132	477	9366	4105	4589	2406	4330
gene1201	CP007536.1	958659	959078	-	420	12	88	78	54	0	942	846	865	337	484
gene1202	CP007536.1	959118	959849	-	732	197	321	617	318	1746	28405	15742	15075	8088	15945
gene1203	CP007536.1	959865	960110	-	246	321	146	44	424	462	8871	7520	6650	2148	3080
gene1204	CP007536.1	960143	960856	+	714	947	1411	966	1079	1563	1422	1820	2851	1387	1265
gene1205	CP007536.1	961055	961240	+	186	0	0	0	0	0	258	399	328	204	245
gene1206	CP007536.1	961248	961826	-	579	1377	1061	1018	902	883	5058	5486	6370	2813	3122
gene1207	CP007536.1	961932	962651	+	720	982	1562	1193	1070	448	4452	3492	5065	2716	3933
gene1208	CP007536.1	962694	963131	+	438	121	84	0	34	40	530	452	723	396	518
gene1209	CP007536.1	963223	963858	+	636	0	86	20	0	0	285	282	374	247	314
gene1210	CP007536.1	963855	964370	+	516	952	1270	1342	595	12	1543	1880	2943	1604	1897
gene1211	CP007536.1	964367	965464	-	1098	94	58	164	273	439	1510	977	1270	619	1057
gene1212	CP007536.1	965561	966025	-	465	138	175	16	0	77	2785	2020	1995	825	1605
gene1213	CP007536.1	965991	966149	-	159	0	0	0	0	0	0	38	4	0	6
gene1214	CP007536.1	966205	966381	+	177	0	0	0	0	0	279	309	289	74	176
gene1215	CP007536.1	966428	966640	+	213	28	0	24	0	62	1124	1249	859	502	1007
gene1216	CP007536.1	967005	967361	+	357	156	158	217	277	479	232	406	307	130	216
gene1217	CP007536.1	967358	967519	-	162	0	0	0	0	0	37	11	28	7	46
gene1218	CP007536.1	967704	968144	-	441	0	0	0	126	0	243	512	455	175	446
gene1219	CP007536.1	968376	968450	-	75	0	0	0	0	2	411	275	256	167	169
gene1220	CP007536.1	968499	969191	-	693	1359	852	1161	313	1763	19382	11219	12748	8163	12192
gene1221	CP007536.1	969594	969712	+	119	10	0	0	0	0	238	278	220	70	66
gene1222	CP007536.1	969934	970146	+	213	0	0	0	0	0	489	637	503	167	214
gene1223	CP007536.1	970335	970697	+	363	162	150	104	39	85	768	2586	2253	1199	792
gene1224	CP007536.1	970871	971179	-	309	0	97	74	0	81	1279	1609	2617	1946	1748
gene1225	CP007536.1	971348	971524	+	177	0	0	0	0	0	12	50	41	2	10
gene1226	CP007536.1	971992	972543	+	552	0	0	0	0	0	55	43	14	22	4
gene1227	CP007536.1	972850	973413	-	564	164	206	186	420	0	196	201	197	63	98
gene1228	CP007536.1	973940	974803	+	864	938	299	238	230	503	7465	5937	4577	2222	3770
gene1229	CP007536.1	974951	976462	-	1512	1253	2085	1486	1472	3271	29660	15884	19636	10933	19644
gene1230	CP007536.1	976479	978542	-	2064	1193	2207	1582	1066	1167	40192	25705	28897	15550	27233
gene1231	CP007536.1	978526	980289	-	1764	337	693	868	373	821	36192	22664	24722	12245	22024
gene1232	CP007536.1	980310	980612	-	303	39	196	36	0	82	6453	6374	5507	2195	3468
gene1233	CP007536.1	980609	981133	-	525	0	0	50	0	4	5793	3049	3652	1916	3290
gene1234	CP007536.1	981126	981626	-	501	36	0	60	0	32	3666	3027	2817	1423	2101
gene1235	CP007536.1	981623	982888	-	1266	127	172	442	222	326	27924	17173	20855	10310	17325
gene1236	CP007536.1	982891	984051	-	1161	823	302	139	179	210	24641	14732	16594	8769	15690
gene1237	CP007536.1	984061	984732	-	672	598	634	142	136	302	11897	8979	7910	3317	6322
gene1238	CP007536.1	984734	985255	-	522	12345	9824	5059	6759	4748	16516	10379	13096	7294	9454
gene1239	CP007536.1	985332	985715	-	384	10	18	0	0	0	2234	2355	1662	583	1019
gene1240	CP007536.1	986089	986721	-	633	148	0	0	0	0	847	827	973	596	411
gene1241	CP007536.1	986728	987513	-	786	100	0	38	0	0	398	774	573	470	398
gene1242	CP007536.1	987693	987836	-	144	56	0	0	0	0	46	46	62	2	6
gene1243	CP007536.1	988023	989267	-	1245	60	202	110	32	28	1503	1450	1173	484	546
gene1244	CP007536.1	989239	990570	-	1332	1092	1597	797	1153	1861	8035	4808	5980	3097	6200
gene1245	CP007536.1	990573	991970	-	1398	1410	1354	1449	1550	2372	7904	5359	6317	3647	6153
gene1246	CP007536.1	992142	993479	+	1338	816	792	749	1028	378	2851	3017	4839	2532	2325
gene1247	CP007536.1	993482	993892	-	411	0	0	0	0	0	270	153	156	68	200
gene1248	CP007536.1	993918	994616	-	699	0	36	136	0	0	925	694	954	563	544
gene1249	CP007536.1	994837	995847	+	1011	100	36	140	142	282	5392	2981	2970	1680	2587
gene1250	CP007536.1	995884	996357	+	474	160	74	152	214	158	2295	2037	2202	1204	1140
gene1251	CP007536.1	996337	996762	-	426	4356	4983	3328	2087	3153	4744	4230	5288	3108	4275
gene1252	CP007536.1	997069	997156	-	88	0	0	0	0	0	50	59	37	0	10
gene1253	CP007536.1	997325	997561	+	237	48	80	0	66	0	1723	1729	1334	684	856
gene1254	CP007536.1	997601	998854	+	1254	1587	1330	1150	1611	2797	20713	11190	11933	6853	12965
gene1255	CP007536.1	998851	999564	+	714	2144	1552	2544	2609	5480	53818	31665	35781	15874	29184
gene1256	CP007536.1	999620	999997	-	378	26	85	44	0	0	1465	1234	1130	566	1127
gene1257	CP007536.1	999997	1000470	-	474	100	10	14	0	314	1062	903	1302	899	1660
gene1258	CP007536.1	1000916	1001785	+	870	262	147	100	0	138	8084	5896	7096	3755	5927
gene1259	CP007536.1	1001782	1002777	+	996	453	168	279	212	212	4699	4232	5306	2422	3292
gene1260	CP007536.1	1002792	1003802	-	1011	1720	1019	1673	656	1057	3887	3558	3798	2380	3163
gene1261	CP007536.1	1003882	1004817	+	936	52	0	58	0	16	4789	1279	1009	537	1195
gene1262	CP007536.1	1004819	1005559	+	741	105	96	34	0	42	1814	697	466	258	439
gene1263	CP007536.1	1005556	1006410	+	855	8	0	58	0	400	3373	1455	987	520	1065
gene1264	CP007536.1	1006407	1007693	+	1287	211	378	183	536	740	5763	2686	1917	882	2133
gene1265	CP007536.1	1007625	1008722	-	1098	1958	1144	961	687	1565	4003	3019	3795	2217	3271
gene1266	CP007536.1	1008773	1009852	-	1080	764	1004	741	362	993	5048	3052	3366	1366	2020
gene1267	CP007536.1	1009994	1012252	-	2259	1018	1677	918	1564	312	3176	3890	6599	3219	2630
gene1268	CP007536.1	1012461	1012988	+	528	0	0	0	0	0	349	441	403	153	277
gene1269	CP007536.1	1012985	1013080	-	96	0	0	0	0	0	0	0	0	0	0
gene1270	CP007536.1	1013019	1014164	+	1146	4582	4029	4857	3931	6887	33168	16779	16348	9286	18081
gene1271	CP007536.1	1014291	1014407	+	117	0	0	0	0	0	262	167	156	71	110
gene1272	CP007536.1	1014417	1014737	+	321	0	0	0	0	0	204	186	172	78	124
gene1273	CP007536.1	1014844	1015761	+	918	0	0	0	0	0	81	82	70	43	24
gene1274	CP007536.1	1015649	1015861	-	213	0	0	0	0	0	103	175	107	70	76
gene1275	CP007536.1	1016028	1016273	-	246	18	0	0	0	42	98	292	265	128	99
gene1276	CP007536.1	1016526	1017239	+	714	443	61	302	268	319	846	830	1370	683	1087
gene1277	CP007536.1	1017252	1017911	+	660	1699	1927	1352	2310	2527	2248	2557	3201	1821	2576
gene1278	CP007536.1	1018004	1018348	-	345	60	72	8	0	0	292	263	384	216	168
gene1279	CP007536.1	1018790	1019614	-	825	146	40	0	7	0	1431	1423	1689	890	1329
gene1280	CP007536.1	1020091	1020666	+	576	2	44	0	0	0	356	383	269	125	217
gene1281	CP007536.1	1020710	1021432	-	723	0	0	0	0	0	165	228	78	24	24
gene1282	CP007536.1	1021868	1022605	+	738	5382	4634	6615	3637	8628	40469	22864	21163	11357	22370
gene1283	CP007536.1	1022675	1023025	+	351	12426	12239	8781	9017	6068	23282	23150	35161	16509	14595
gene1284	CP007536.1	1023123	1023845	+	723	12	32	22	12	62	987	981	1012	567	394
gene1285	CP007536.1	1023842	1024387	+	546	12	0	0	0	0	255	219	246	111	186
gene1286	CP007536.1	1024415	1025935	-	1521	4569	2995	2126	1930	798	6326	4235	6742	4501	4941
gene1287	CP007536.1	1026076	1026747	-	672	170	90	68	46	0	551	256	450	235	202
gene1288	CP007536.1	1027096	1027284	-	189	102	0	0	0	0	4	8	48	38	3
gene1289	CP007536.1	1027449	1027712	-	264	0	0	0	0	0	254	289	733	392	373
gene1290	CP007536.1	1027853	1029340	-	1488	5839	3081	2643	2641	8297	2143	2852	6596	4274	4193
gene1291	CP007536.1	1029405	1029863	+	459	78	190	32	6	0	651	562	961	496	618
gene1292	CP007536.1	1030023	1030334	+	312	0	0	0	0	0	0	12	28	12	1
gene1293	CP007536.1	1030989	1032128	+	1140	273	191	38	266	142	1827	1961	2308	1260	1447
gene1294	CP007536.1	1032174	1033295	+	1122	1895	271	956	157	435	7870	9031	9224	6212	5704
gene1295	CP007536.1	1033611	1033692	+	82	0	0	0	0	0	30	47	18	24	26
gene1296	CP007536.1	1033731	1034042	+	312	0	0	0	0	0	101	219	173	106	99
gene1297	CP007536.1	1034042	1034875	+	834	58	0	72	0	182	3623	2721	3149	1823	2955
gene1298	CP007536.1	1035076	1036329	-	1254	4692	2448	3203	3002	4192	28785	24454	23878	10512	13680
gene1299	CP007536.1	1036389	1036742	-	354	164	314	154	310	88	1362	1062	1303	632	800
gene1300	CP007536.1	1036777	1037418	-	642	44	0	62	0	484	926	1205	1122	507	695
gene1301	CP007536.1	1037522	1038031	+	510	50	0	2	0	0	701	557	359	170	310
gene1302	CP007536.1	1038028	1038441	+	414	20	0	36	0	0	662	188	161	98	221
gene1303	CP007536.1	1038438	1039211	-	774	0	0	38	0	0	842	721	770	308	584
gene1304	CP007536.1	1039505	1040410	+	906	149570	142168	155687	112273	107690	30347	55794	86225	46832	39124
gene1305	CP007536.1	1040495	1041913	+	1419	29	85	0	82	34	4393	2590	3164	1314	1932
gene1306	CP007536.1	1041956	1042822	+	867	1768	2212	1694	1086	1801	9013	5546	7058	4105	6962
gene1307	CP007536.1	1042851	1043657	+	807	48	28	14	132	0	1080	844	930	560	670
gene1308	CP007536.1	1043713	1044072	+	360	18	67	0	414	0	1644	984	758	422	693
gene1309	CP007536.1	1044081	1044803	-	723	34	0	82	0	192	3103	1831	1955	1129	1624
gene1310	CP007536.1	1044805	1045725	-	921	142	540	434	220	396	6953	3911	4138	1980	3633
gene1311	CP007536.1	1045869	1046654	+	786	239	26	58	146	0	1600	1309	2210	1083	1610
gene1312	CP007536.1	1046673	1049285	-	2613	74	155	0	185	166	1725	1313	1808	948	1401
gene1313	CP007536.1	1049209	1049790	-	582	0	0	0	0	0	320	374	495	134	425
gene1314	CP007536.1	1049917	1050993	+	1077	0	78	0	30	0	313	196	273	186	166
gene1315	CP007536.1	1051060	1052016	+	957	1709	2202	1128	1554	2242	1975	2787	4139	2148	2214
